eventID,scientificName,verbatimIdentification,occurrenceID,scientificNameID,occurrenceStatus,basisOfRecord,recordedBy
IYS2022-TINRO-3-30-FC-4.2,Eukaryota,Nanoeukaryotes,IYS2022-TINRO-3-30-FC-4.2-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-TINRO-3-30-FC-4.2,Cryptophyta,Cryptophytes,IYS2022-TINRO-3-30-FC-4.2-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-TINRO-3-31-FC-3.8,Synechococcus,Synechococcus,IYS2022-TINRO-3-31-FC-3.8-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-TINRO-3-31-FC-3.8,Eukaryota,Picoeukaryotes,IYS2022-TINRO-3-31-FC-3.8-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-TINRO-3-31-FC-3.8,Eukaryota,Nanoeukaryotes,IYS2022-TINRO-3-31-FC-3.8-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-TINRO-3-31-FC-3.8,Cryptophyta,Cryptophytes,IYS2022-TINRO-3-31-FC-3.8-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-TINRO-3-32-FC-4.3,Synechococcus,Synechococcus,IYS2022-TINRO-3-32-FC-4.3-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-TINRO-3-32-FC-4.3,Eukaryota,Picoeukaryotes,IYS2022-TINRO-3-32-FC-4.3-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-TINRO-3-32-FC-4.3,Eukaryota,Nanoeukaryotes,IYS2022-TINRO-3-32-FC-4.3-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-TINRO-3-32-FC-4.3,Cryptophyta,Cryptophytes,IYS2022-TINRO-3-32-FC-4.3-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-1-FC-25,Synechococcus,Synechococcus,IYS2022-Shimada-4-1-FC-25-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-1-FC-25,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-1-FC-25-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-1-FC-25,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-1-FC-25-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-1-FC-25,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-1-FC-25-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-1-FC-50,Synechococcus,Synechococcus,IYS2022-Shimada-4-1-FC-50-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-1-FC-50,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-1-FC-50-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-1-FC-50,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-1-FC-50-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-1-FC-50,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-1-FC-50-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-2-FC-5,Synechococcus,Synechococcus,IYS2022-Shimada-4-2-FC-5-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
